business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,0200769623,WAL-MAR trust,2019-01-30 00:00:00,2019.0,1928644166.0,2019-01-19,20190117,20190119,20190203.0,USD,RV,1.0,,71694.92,20190119.0,NAH4,1928644166.0,0
U001,CCU013,KRAFT F trust,2019-12-20 00:00:00,2019.0,1930202464.0,2019-11-27,20191127,20191127,20191127.0,USD,RV,1.0,,4708.0,20191127.0,NAX2,1930202464.0,0
U001,0200769623,WAL-MAR in,2020-01-28 00:00:00,2020.0,1930406056.0,2020-01-18,20200116,20200118,20200202.0,USD,RV,1.0,,50792.97,20200118.0,NAH4,1930406056.0,0
U001,0200706844,WINC us,2020-02-18 00:00:00,2020.0,1930461103.0,2020-01-31,20200130,20200131,20200215.0,USD,RV,1.0,,4739.6,20200131.0,NAA8,1930461103.0,0
U001,0200915438,GROC llc,2019-10-08 00:00:00,2019.0,1929866265.0,2019-09-19,20190911,20190919,20191004.0,USD,RV,1.0,,296.0,20190919.0,NAA8,1929866265.0,0
U001,0200540723,LAKE associates,2020-02-29 00:00:00,2020.0,1930449552.0,2020-01-28,20200128,20200128,20200507.0,USD,RV,1.0,,6768.0,20200128.0,90M7,1930449552.0,0
U001,0200726979,BJ'S  ,2019-10-04 00:00:00,2019.0,1929891137.0,2019-09-19,20190918,20190919,20191004.0,USD,RV,1.0,,613.41,20190919.0,NAA8,1929891137.0,0
U001,0200359490,DUTCH  in,2020-02-07 00:00:00,2020.0,1930453603.0,2020-01-29,20200129,20200129,20200208.0,USD,RV,1.0,,22524.48,20200129.0,NA10,1930453603.0,0
U001,0100035709,PACI llc,2019-11-05 00:00:00,2019.0,1929879523.0,2019-09-17,20190916,20190917,20191017.0,USD,RV,1.0,,11332.44,20190917.0,NAD5,1929879523.0,0
U001,0200769623,WAL-MAR co,2020-02-28 00:00:00,2020.0,1930533871.0,2020-02-18,20200217,20200218,20200304.0,USD,RV,1.0,,19866.99,20200218.0,NAH4,1930533871.0,0
U001,0200769623,WAL-MAR us,2019-01-17 00:00:00,2019.0,1928537987.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,9655.4,20181230.0,NAH4,1928537987.0,0
U001,0200769623,WAL-MAR foundation,2019-05-14 00:00:00,2019.0,1929243172.0,2019-05-03,20190501,20190503,20190518.0,USD,RV,1.0,,725.85,20190503.0,NAH4,1929243172.0,0
CA02,0100050491,10167 co,2019-11-22 00:00:00,2019.0,2960592346.0,2019-11-08,20191108,20191108,20191122.0,CAD,RV,1.0,,5569.6,20191112.0,CA10,2960592346.0,0
U001,0200769623,WAL-MAR corporation,2019-04-16 00:00:00,2019.0,1929089645.0,2019-04-06,20190404,20190406,20190421.0,USD,RV,1.0,,364.8,20190406.0,NAH4,1929089645.0,0
U001,0200769623,WAL-MAR systems,2020-01-27 00:00:00,2020.0,1930377675.0,2020-01-09,20200109,20200109,20200124.0,USD,RV,1.0,,18965.53,20200109.0,NAH4,1930377675.0,0
U001,0200769623,WAL-MAR us,2019-06-18 00:00:00,2019.0,1929423496.0,2019-06-07,20190604,20190607,20190622.0,USD,RV,1.0,,14845.3,20190607.0,NAH4,1929423496.0,0
U001,0200002965,DECA in,2020-02-24 00:00:00,2020.0,1930553380.0,2020-02-21,20200221,20200221,20200223.0,USD,RV,1.0,,226962.96,20200216.0,NAM1,1930553380.0,0
U001,200769623,WAL-MAR foundation,2019-04-23 00:00:00,2019.0,1929096349.0,2019-04-06,20190406,20190406,20190421.0,USD,RV,1.0,,27733.01,20190406.0,NAH4,1929096349.0,0
U001,0200762301,C&S WH systems,2019-11-13 00:00:00,2019.0,1930065732.0,2019-10-29,20191029,20191029,20191113.0,USD,RV,1.0,,1308.66,20191029.0,NAC6,1930065732.0,0
U002,0200978592,PLAZA associates,2019-10-30 00:00:00,2019.0,1990568517.0,2019-09-22,20190920,20190922,20191027.0,USD,RV,1.0,,18680.5,20190922.0,NAG2,1990568517.0,0
U001,0200458131,TIMES systems,2020-01-27 00:00:00,2020.0,1930354473.0,2020-01-10,20200105,20200110,20200125.0,USD,RV,1.0,,96385.6,20200110.0,NAA8,1930354473.0,0
CA02,0140106372,G T  llc,2019-09-20 00:00:00,2019.0,2960577766.0,2019-09-04,20190904,20190904,20190916.0,CAD,RV,1.0,,151559.03,20190906.0,CA10,2960577766.0,0
U001,0200790107,ROU systems,2019-02-08 00:00:00,2019.0,1928668684.0,2019-01-25,20190123,20190125,20190209.0,USD,RV,1.0,,14516.64,20190125.0,NAC6,1928668684.0,0
U001,0200803720,DEC us,2019-09-16 00:00:00,2019.0,1929844422.0,2019-09-07,20190907,20190907,20190924.0,USD,RV,1.0,,4473.38,20190901.0,NAM4,1929844422.0,0
CA02,0140104440,SO trust,2019-06-28 00:00:00,2019.0,2960554543.0,2019-06-13,20190613,20190613,20190624.0,CAD,RV,1.0,,308293.04,20190614.0,CA10,2960554543.0,0
U001,0200769623,WAL-MAR corp,2019-07-02 00:00:00,2019.0,1929516607.0,2019-06-19,20190619,20190619,20190704.0,USD,RV,1.0,,14700.1,20190619.0,NAH4,1929516607.0,0
U001,0200769623,WAL-MAR co,2019-09-25 00:00:00,2019.0,1929873638.0,2019-09-14,20190913,20190914,20190929.0,USD,RV,1.0,,12986.27,20190914.0,NAH4,1929873638.0,0
U001,0200230690,DECA foundation,2019-08-16 00:00:00,2019.0,1929690272.0,2019-08-02,20190802,20190802,20190824.0,USD,RV,1.0,,2036.3,20190801.0,NAM4,1929690272.0,0
U001,0200769623,WAL-MAR co,2019-09-23 00:00:00,2019.0,1929851572.0,2019-09-10,20190910,20190910,20190925.0,USD,RV,1.0,,60336.36,20190910.0,NAH4,1929851572.0,0
U001,0200794332,COST trust,2019-07-31 00:00:00,2019.0,1929618407.0,2019-07-15,20190713,20190715,20190730.0,USD,RV,1.0,,22351.18,20190715.0,NAAX,1929618407.0,0
U001,0200705742,DOT trust,2019-04-16 00:00:00,2019.0,1929052884.0,2019-04-01,20190330,20190401,20190503.0,USD,RV,1.0,,69869.62,20190401.0,NA32,1929052884.0,0
CA02,0140106078,NORTH systems,2019-06-19 00:00:00,2019.0,2960551438.0,2019-05-30,20190530,20190530,20190616.0,CAD,RV,1.0,,14059.54,20190606.0,CA10,2960551438.0,0
U001,0200942148,BRADY llc,2019-10-10 00:00:00,2019.0,1929360517.0,2019-05-22,20190522,20190522,20190621.0,USD,RV,1.0,,16394.4,20190522.0,NAD5,1929360517.0,0
U001,0200769623,WAL-MAR llc,2020-01-28 00:00:00,2020.0,1930409606.0,2020-01-17,20200116,20200117,20200201.0,USD,RV,1.0,,19693.46,20200117.0,NAH4,1930409606.0,0
U001,200759878,SA corp,2019-07-22 00:00:00,2019.0,1929576496.0,2019-07-04,20190704,20190704,20190719.0,USD,RV,1.0,,27000.86,20190704.0,NAH4,1929576496.0,0
U001,0200705742,DOT trust,2019-09-09 00:00:00,2019.0,1929764137.0,2019-08-19,20190819,20190819,20190920.0,USD,RV,1.0,,28038.85,20190819.0,NA32,1929764137.0,0
U001,0200772670,ASSOCIAT llc,2019-08-14 00:00:00,2019.0,1929672176.0,2019-07-31,20190729,20190731,20190815.0,USD,RV,1.0,,21216.44,20190731.0,NAU5,1929672176.0,0
U001,0200769623,WAL-MAR llc,2019-02-19 00:00:00,2019.0,1928757376.0,2019-02-08,20190207,20190208,20190223.0,USD,RV,1.0,,53332.33,20190208.0,NAH4,1928757376.0,0
CA02,0140104423,METRO  trust,2020-02-25 00:00:00,2020.0,2960614323.0,2020-02-13,20200213,20200213,20200227.0,CAD,RV,1.0,,42030.51,20200217.0,CA10,2960614323.0,0
U001,0200778870,C co,2019-02-14 00:00:00,2019.0,1928694630.0,2019-01-28,20190128,20190128,20190212.0,USD,RV,1.0,,2811.64,20190128.0,NAA8,1928694630.0,0
U001,0200750051,ALBER ,2019-08-26 00:00:00,2019.0,1929734245.0,2019-08-11,20190812,20190811,20190826.0,USD,RV,1.0,,14310.55,20190811.0,NAA8,1929734245.0,0
U001,0100000158,CASC associates,2019-06-25 00:00:00,2019.0,1928857086.0,2019-02-25,20190225,20190225,20190526.0,USD,RV,1.0,,70159.74,20190225.0,NAVM,1928857086.0,0
U001,CCU013,KRAFT F in,2019-03-01 00:00:00,2019.0,1928550690.0,2019-01-02,20190102,20190102,20190102.0,USD,RV,1.0,,13298.6,20190102.0,NAX2,1928550690.0,0
U001,0200769623,WAL-MAR systems,2019-09-30 00:00:00,2019.0,1929888808.0,2019-09-18,20190917,20190918,20191003.0,USD,RV,1.0,,17019.46,20190918.0,NAH4,1929888808.0,0
U001,0200152991,JET llc,2019-04-10 00:00:00,2019.0,1929030492.0,2019-03-26,20190326,20190326,20190410.0,USD,RV,1.0,,1176.04,20190326.0,NAA8,1929030492.0,0
U001,0200707822,PUBLI corporation,2019-08-05 00:00:00,2019.0,1929644376.0,2019-07-20,20190721,20190720,20190804.0,USD,RV,1.0,,52354.97,20190720.0,NAA8,1929644376.0,0
U001,200230690,DECA foundation,2019-07-24 00:00:00,2019.0,1929637913.0,2019-07-19,20190719,20190719,20190726.0,USD,RV,1.0,,34044.33,20190716.0,NAM2,1929637913.0,0
U001,0200331749,SYSC ,2019-09-23 00:00:00,2019.0,1929830267.0,2019-09-05,20190905,20190905,20190920.0,USD,RV,1.0,,33995.87,20190905.0,NAA8,1929830267.0,0
U001,0200706844,WINC corporation,2019-06-10 00:00:00,2019.0,1929351620.0,2019-05-26,20190520,20190526,20190610.0,USD,RV,1.0,,48348.41,20190526.0,NAA8,1929351620.0,0
U001,0200416837,DEC foundation,2019-05-16 00:00:00,2019.0,1929276547.0,2019-05-08,20190508,20190508,20190524.0,USD,RV,1.0,,333.18,20190501.0,NAM4,1929276547.0,0
U001,0200706844,WINC in,2019-12-19 00:00:00,2019.0,1930217728.0,2019-12-04,20191204,20191204,20191219.0,USD,RV,1.0,,51291.72,20191204.0,NAA8,1930217728.0,0
U001,0200769623,WAL-MAR llc,2019-04-23 00:00:00,2019.0,1929085530.0,2019-04-05,20190404,20190405,20190420.0,USD,RV,1.0,,5368.37,20190405.0,NAH4,1929085530.0,0
U001,0200769623,WAL-MAR systems,2019-04-12 00:00:00,2019.0,1929068920.0,2019-04-02,20190402,20190402,20190417.0,USD,RV,1.0,,44502.87,20190402.0,NAH4,1929068920.0,0
U001,0200769623,WAL-MAR corp,2019-02-05 00:00:00,2019.0,1928683918.0,2019-01-26,20190125,20190126,20190210.0,USD,RV,1.0,,1235.26,20190126.0,NAH4,1928683918.0,0
U001,0200759878,SA associates,2019-09-24 00:00:00,2019.0,1929846153.0,2019-09-07,20190907,20190907,20190922.0,USD,RV,1.0,,30262.02,20190907.0,NAH4,1929846153.0,0
U001,0200803720,DEC foundation,2019-06-25 00:00:00,2019.0,1929538029.0,2019-06-25,20190625,20190625,20190626.0,USD,RV,1.0,,7905.02,20190616.0,NAM2,1929538029.0,0
U001,0200769623,WAL-MAR associates,2019-07-19 00:00:00,2019.0,1929584612.0,2019-07-08,20190706,20190708,20190723.0,USD,RV,1.0,,5312.13,20190708.0,NAH4,1929584612.0,0
CA02,0140104340,COLABOR  trust,2019-02-07 00:00:00,2019.0,2960524117.0,2019-01-23,20190123,20190123,20190203.0,CAD,RV,1.0,,102414.4,20190124.0,CA10,2960524117.0,0
U001,0200726979,BJ'S  foundation,2019-06-10 00:00:00,2019.0,1929087392.0,2019-04-05,20190404,20190405,20190609.0,USD,RV,1.0,,22577.19,20190405.0,NAGD,1929087392.0,0
U001,200769623,WAL-MAR us,2019-06-04 00:00:00,2019.0,1929371784.0,2019-05-25,20190524,20190525,20190609.0,USD,RV,1.0,,30660.38,20190525.0,NAH4,1929371784.0,0
U001,0200718130,SYSCO F us,2019-10-29 00:00:00,2019.0,1929976163.0,2019-10-07,20191007,20191007,20191027.0,USD,RV,1.0,,39240.27,20191007.0,NAD1,1929976163.0,0
CA02,0140104475,FOC foundation,2019-06-11 00:00:00,2019.0,2960549312.0,2019-05-16,20190516,20190516,20190603.0,CAD,RV,1.0,,5546.83,20190524.0,CA10,2960549312.0,0
U001,0200769623,WAL-MAR trust,2019-11-15 00:00:00,2019.0,1930088986.0,2019-11-03,20191102,20191103,20191118.0,USD,RV,1.0,,5799.57,20191103.0,NAH4,1930088986.0,0
U001,0200743129,BROOKS associates,2019-03-07 00:00:00,2019.0,1928815935.0,2019-02-18,20190218,20190218,20190305.0,USD,RV,1.0,,871.77,20190218.0,NAA8,1928815935.0,0
CA02,0140105686,SYSC associates,2019-02-07 00:00:00,2019.0,2960522176.0,2019-01-18,20190118,20190118,20190202.0,CAD,RV,1.0,,33044.22,20190123.0,CA10,2960522176.0,0
U001,0200769623,WAL-MAR associates,2019-01-10 00:00:00,2019.0,1928543404.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,25698.22,20181231.0,NAH4,1928543404.0,0
U001,0200705372,FR corp,2019-11-13 00:00:00,2019.0,1930056648.0,2019-10-29,20191027,20191029,20191113.0,USD,RV,1.0,,60473.97,20191029.0,NAA8,1930056648.0,0
U001,0200782669,SYGMA ,2019-12-11 00:00:00,2019.0,1930157268.0,2019-11-20,20191115,20191120,20191210.0,USD,RV,1.0,,15526.85,20191120.0,NAD1,1930157268.0,0
U001,0100031704,DELHAIZE in,2019-03-18 00:00:00,2019.0,1928887952.0,2019-03-03,20190302,20190303,20190318.0,USD,RV,1.0,,15782.01,20190303.0,NAA8,1928887952.0,0
U001,0200793513,KROGER co,2020-01-17 00:00:00,2020.0,1930341654.0,2020-01-02,20200102,20200102,20200117.0,USD,RV,1.0,,36514.61,20200102.0,NAA8,1930341654.0,0
U001,0200705089,JETR trust,2020-03-09 00:00:00,2020.0,1930542726.0,2020-02-18,20200219,20200218,20200304.0,USD,RV,1.0,,6417.13,20200218.0,NAA8,1930542726.0,0
U001,0200769623,WAL-MAR in,2019-12-23 00:00:00,2019.0,1930226911.0,2019-12-07,20191206,20191207,20191222.0,USD,RV,1.0,,15260.26,20191207.0,NAH4,1930226911.0,0
U001,0200756072,REINHA trust,2019-02-05 00:00:00,2019.0,1928639677.0,2019-01-19,20190117,20190119,20190203.0,USD,RV,1.0,,27587.74,20190119.0,NAA8,1928639677.0,0
U001,0200759878,SA us,2019-12-06 00:00:00,2019.0,1930174046.0,2019-11-21,20191120,20191121,20191206.0,USD,RV,1.0,,88896.78,20191121.0,NAH4,1930174046.0,0
U001,0200769623,WAL-MAR llc,2019-04-16 00:00:00,2019.0,1929083585.0,2019-04-05,20190404,20190405,20190420.0,USD,RV,1.0,,2289.86,20190405.0,NAH4,1929083585.0,0
U001,0200148860,DOLLA co,2019-04-05 00:00:00,2019.0,1929002954.0,2019-03-21,20190320,20190321,20190405.0,USD,RV,1.0,,86394.97,20190321.0,NAA8,1929002954.0,0
U001,0200707822,PUBLI corp,2019-07-08 00:00:00,2019.0,1929521847.0,2019-06-23,20190621,20190623,20190708.0,USD,RV,1.0,,122699.45,20190623.0,NAA8,1929521847.0,0
U001,0200769623,WAL-MAR ,2019-03-07 00:00:00,2019.0,1928853539.0,2019-02-25,20190225,20190225,20190312.0,USD,RV,1.0,,35351.16,20190225.0,NAH4,1928853539.0,0
U001,200974851,RESTA trust,2019-07-25 00:00:00,2019.0,1929604610.0,2019-07-10,20190710,20190710,20190725.0,USD,RV,1.0,,2830.8,20190710.0,NAA8,1929604610.0,0
U001,0200707005,KING S trust,2019-10-02 00:00:00,2019.0,1929876376.0,2019-09-16,20190914,20190916,20191001.0,USD,RV,1.0,,54655.53,20190916.0,NAA8,1929876376.0,0
U001,0200455322,PEA us,2019-11-07 00:00:00,2019.0,1929867941.0,2019-09-12,20190912,20190912,20191012.0,USD,RV,1.0,,42362.3,20190912.0,NAD5,1929867941.0,0
U001,0200756072,REINHA trust,2019-05-29 00:00:00,2019.0,1929309314.0,2019-05-14,20190513,20190514,20190529.0,USD,RV,1.0,,20441.58,20190514.0,NAA8,1929309314.0,0
U001,0200769623,WAL-MAR systems,2019-12-30 00:00:00,2019.0,1930300510.0,2019-12-19,20191219,20191219,20200103.0,USD,RV,1.0,,53995.26,20191219.0,NAH4,1930300510.0,0
U001,0200726979,BJ'S  ,2020-01-22 00:00:00,2020.0,1930364864.0,2020-01-07,20200107,20200107,20200122.0,USD,RV,1.0,,130.19,20200107.0,NAA8,1930364864.0,0
U001,0200769623,WAL-MAR systems,2019-07-08 00:00:00,2019.0,1929007968.0,2019-03-23,20190322,20190323,20190407.0,USD,RV,1.0,,1663.33,20190323.0,NAH4,1929007968.0,0
U001,0200726979,BJ'S  trust,2019-05-08 00:00:00,2019.0,1929198688.0,2019-04-23,20190424,20190423,20190508.0,USD,RV,1.0,,132.24,20190423.0,NAA8,1929198688.0,0
U001,0200799367,MCL us,2019-07-23 00:00:00,2019.0,1929579139.0,2019-07-08,20190705,20190708,20190723.0,USD,RV,1.0,,46819.92,20190708.0,NAA8,1929579139.0,0
U001,0200707822,PUBLI systems,2019-12-04 00:00:00,2019.0,1930164971.0,2019-11-19,20191118,20191119,20191204.0,USD,RV,1.0,,153999.71,20191119.0,NAA8,1930164971.0,0
U001,0200353024,DECA llc,2019-07-01 00:00:00,2019.0,1929519288.0,2019-06-20,20190620,20190620,20190709.0,USD,RV,1.0,,51.72,20190616.0,NAM4,1929519288.0,0
U001,0200759878,SA systems,2019-04-17 00:00:00,2019.0,1929068957.0,2019-04-02,20190402,20190402,20190417.0,USD,RV,1.0,,44691.34,20190402.0,NAH4,1929068957.0,0
U001,0200357714,US  trust,2019-04-05 00:00:00,2019.0,1928958028.0,2019-03-18,20190313,20190318,20190402.0,USD,RV,1.0,,104.32,20190318.0,NAA8,1928958028.0,0
U001,0200762301,C&S WH ,2019-10-24 00:00:00,2019.0,1929983846.0,2019-10-09,20191008,20191009,20191024.0,USD,RV,1.0,,5196.39,20191009.0,NAC6,1929983846.0,0
U001,200769623,WAL-MAR corp,2019-03-25 00:00:00,2019.0,1928955863.0,2019-03-13,20190313,20190313,20190328.0,USD,RV,1.0,,5689.26,20190313.0,NAH4,1928955863.0,0
U001,0140049310,H T  corp,2019-07-19 00:00:00,2019.0,1929561536.0,2019-07-05,20190630,20190705,20190720.0,USD,RV,1.0,,8593.51,20190705.0,NAA8,1929561536.0,0
U001,0200781803,JRD ,2019-03-11 00:00:00,2019.0,1928825752.0,2019-02-19,20190219,20190219,20190311.0,USD,RV,1.0,,3320.22,20190219.0,NAD1,1928825752.0,0
U001,200769623,WAL-MAR co,2019-06-12 00:00:00,2019.0,1929410184.0,2019-05-31,20190531,20190531,20190615.0,USD,RV,1.0,,33715.26,20190531.0,NAH4,1929410184.0,0
CA02,0140105963,KEYBRA ,2019-05-09 00:00:00,2019.0,2960543846.0,2019-04-23,20190423,20190423,20190504.0,CAD,RV,1.0,,27049.42,20190424.0,CA10,2960543846.0,0
U001,0200726979,BJ'S  corporation,2019-03-14 00:00:00,2019.0,1928855516.0,2019-02-27,20190225,20190227,20190314.0,USD,RV,1.0,,33885.02,20190227.0,NAA8,1928855516.0,0
CA02,0140106408,WAL-M in,2020-02-24 00:00:00,2020.0,2960612162.0,2020-02-05,20200205,20200205,20200216.0,CAD,RV,1.0,,60509.73,20200206.0,CA10,2960612162.0,0
U001,0200769623,WAL-MAR us,2019-10-24 00:00:00,2019.0,1929973199.0,2019-10-06,20191006,20191006,20191021.0,USD,RV,1.0,,12480.45,20191006.0,NAH4,1929973199.0,0
U001,200726979,BJ'S  trust,2019-08-23 00:00:00,2019.0,1929713785.0,2019-08-08,20190807,20190808,20190823.0,USD,RV,1.0,,269.85,20190808.0,NAA8,1929713785.0,0
U001,0200799367,MCL us,2019-03-27 00:00:00,2019.0,1928945602.0,2019-03-12,20190311,20190312,20190327.0,USD,RV,1.0,,78423.87,20190312.0,NAA8,1928945602.0,0
U001,200744019,TARG llc,2019-07-30 00:00:00,2019.0,1929599321.0,2019-07-09,20190709,20190709,20190724.0,USD,RV,1.0,,63600.42,20190709.0,NAA8,1929599321.0,0
U001,0200769623,WAL-MAR us,2020-02-04 00:00:00,2020.0,1930426504.0,2020-01-24,20200122,20200124,20200208.0,USD,RV,1.0,,29526.86,20200124.0,NAH4,1930426504.0,0
U001,0200794332,COST trust,2019-09-04 00:00:00,2019.0,1929761319.0,2019-08-19,20190819,20190819,20190903.0,USD,RV,1.0,,9228.87,20190819.0,NAAX,1929761319.0,0
U001,0200781803,JRD us,2019-04-08 00:00:00,2019.0,1928992030.0,2019-03-19,20190319,20190319,20190408.0,USD,RV,1.0,,3593.59,20190319.0,NAD1,1928992030.0,0
U001,0200992849,GIV in,2019-08-08 00:00:00,2019.0,1929105788.0,2019-04-08,20190408,20190408,20190806.0,USD,RV,1.0,,4754.2,20190408.0,NAVL,1929105788.0,0
U001,0200769623,WAL-MAR foundation,2019-05-03 00:00:00,2019.0,1929159522.0,2019-04-17,20190417,20190417,20190502.0,USD,RV,1.0,,2478.0,20190417.0,NAH4,1929159522.0,0
U001,0200779051,AFFILI trust,2019-06-11 00:00:00,2019.0,1929395620.0,2019-05-31,20190528,20190531,20190615.0,USD,RV,1.0,,20682.56,20190531.0,NAA8,1929395620.0,0
U001,0200743129,BROOKS corporation,2019-06-27 00:00:00,2019.0,1929477915.0,2019-06-14,20190612,20190614,20190629.0,USD,RV,1.0,,8591.95,20190614.0,NAA8,1929477915.0,0
